track,artist,label
Candrea444,Beak,others
Jarousek na tri,Wohnout,love
Just Another Day in May,Peter Finger,love
Isis And Osiris,Alice Coltrane,joy
На магнитной ленте,Концы в воду,fear
Morning,Edvard Grieg,love
jd006,坂本龍一,angry
And The Sky Lay Still,Elizabeth Anka Vajagic,fear
Pretty People,Low,fear
Id Like to Walk Around in Your Mind,Vashti Bunyan,love
No Matter What,Papa Roach,others
Parti De Mal,Ataraxia,fear
My Eyes,Life of Agony,angry
Stacys Song,Dead Meadow,fear
Wilsons Millions,Funki Porcini,love
The New Stone Age,Orchestral Manoeuvres in the Dark,fear
Against the Essential Reality,Lattice,fear
Counting Flowers On the Wall,Statler Brothers,fear
Morax,Arcturus,angry
TOGETHER,Kaytranada,love
Boulevards ReMaster,HAnh-NEhyah Label Ltd ©,fear
Since You Went Away,Kris Delmhorst,love
Così e Cosà,Articolo 31,sadness
Tannenberg 1914,Nihil Novi Sub Sole,fear
Turn You On,Scorpions,others
0007,Hecq,angry
Further in Time,Afro Celts,joy
Walls of Ice,Pro-Tech,sadness
Edge of the Ocean,Ivy,love
Everybodys Free,Rozalla,others
Kindness,Ryan Adams,sadness
The end of august,Yanni,love
Cop Killer,Sukh Knight,others
Sing To Me,Darren Hayes,fear
Running the Loping,Smog,love
Crazy ABCs,Barenaked Ladies,joy
Down On The Street,The Stooges,angry
Mad World (Acoustic),R.E.M.,love
(Lay Your Head On My) Pillow,Tony Toni Toné,love
Crystallized,Melodys Echo Chamber,joy
"Youre Not Real, Girl",Swans,joy
Metrosexuell,Robert Rausch & seine Zustände,fear
I Should Be Allowed to Think,They Might Be Giants,angry
op 55 II. Marcia funebre (Adagio assai),Ludwig van Beethoven,sadness
Worse Than Yesterday,Tweaker,fear
Driving Instructor,Bob Newhart,others
You Are Mine live 29/11/2009,Garden Of Madness,angry
Noches De Media Luna (Alternate Mix),melody.,others
Song For The Little Boy,Frakkur,sadness
If I Didnt Know Any Better,Mindy Smith,angry
Aim For The Head,Creature Feature,sadness
Sandy Fishnets,Evelyn Evelyn,fear
La Mantilla,Esquivel,joy
All Of Me,Buckcherry,angry
Sorry Youre Sick,Ted Hawkins,fear
Splinter,Ed Rush & Optical,fear
More Trouble Everyday,Fido,sadness
Tonight Is What It Means To Be Young,Jim Steinman & Fire Inc.,sadness
Teeth in the Grass,Iron & Wine,love
Ezekiel,matryoshka,sadness
Still I Rise,2Pac & The Outlawz,others
Samba Amargo,Serrassônica rmx Kiko Klaus,fear
Dont Start Crying Now,Slim Harpo,fear
Memorial Service,Sixtoo,love
A Million Years,Alexander,fear
Distorsion,Broadcast,others
Bump,Funckarma,sadness
The Pedal Makes This One Sound Different,Phasmid + The Uberkids,fear
One For The Pearl Moon,The Legendary Pink Dots,sadness
The Mile,Dead Letter Circus,others
Gravity,Sara Bareilles,love
Hello tomorrow,Karen O,love
Making Music,Sophie Ellis-Bextor,others
Bulimic,The Used,angry
Come With the Gentle People,The Carrie Nations,love
∞∞,James Ferraro,angry
Apologize (feat. One Republic),Timbaland,fear
Bond Girl,The Rascals,others
I Saw Mommy Kissing Santa Claus,Twisted Sister,joy
talk to me,Chris & Cosey,others
Prism Ink,Skerror,angry
Glowing Butterfly,Versailles,love
Breakdown,Forever the Sickest Kids,others
Where The Heart Is,Marc Almond,others
The Madge Sessions No.2,Fleetwood Mac,joy
Kill,Earl Sweatshirt,fear
Mornings Eleven,The Magic Numbers,others
Youre My Fantasy,Robin Thicke,love
God Bless the Child,"Blood, Sweat & Tears",fear
Swimming Pool,Camera Obscura,others
Peachy,Missy Higgins,others
life on mars (david bowie cover),The Flaming Lips,angry
"Yet We Continue to Build There, the Structure",Youth Pictures of Florence Henderson,love
"Imcommunicado, Prisoner of Silence",Chain,joy
"The Liberation (Red, Black & Green)",Gil Scott-Heron & Brian Jackson,love
A Lions Heart,The Tallest Man on Earth,angry
Let Go,Naked Voices,angry
Oh Patti,Alphaville,joy
Emoții (remix) (feat. Andre),Parazitii,others
Aldeia de Ogum,Joyce,others
晴れすぎた空の下で,志方あきこ,joy
Another Again,John Legend,love
05 Black Star (Carcass cover),ZX Spectrum,joy
Racing Like a Pro,The National,fear
Mambo Número 5,Perez Prado,fear
Try To Understand,Allison Weiss,angry
Turn of the Screw (Whos Screwing You),Dirty Looks,angry
Master and Servant,Depeche Mode,others
Raise Hell,Brandi Carlile,angry
A Few Hours After This...,The Cure,others
Just from Chevron,Dirty Projectors,joy
Ignorant Shit Freestyle,Royce da 59,fear
Nebular Dreams,Ben Barden,others
Asleep,The Hypnomen,sadness
Moments Like These,Beautys Confusion,love
Choke on a Cock,Adam Green,others
Soon Well Be Living In The Future,Straylight Run,angry
Love Songs,Anjulie,others
Exit Anywhere,Plej,love
All Is Full of Love (Strings),Björk,joy
Mr. Right,A Rocket to the Moon,love
Dear John,Cyndi Lauper,joy
Belladonna,Nox Arcana,fear
Northern Lights,Ian Brown,fear
Another Likely Story,Au Revoir Simone,love
Dont Go,Matthew Sweet,angry
Hey Brother,Beulah,sadness
Reverse the Day,Pati Yang,joy
The Youngest Was the Most Loved,Morrissey,fear
Active Ingredient,Evan Marc,fear
I Always Knew,Tilly and the Wall,joy
I Got Some Right Here For Ya!,Chessie and the Kittens,sadness
A Good Friend is Always Around,The American Analog Set,love
Phone Call,The Faint,others
Great to be a Pirate,The Whiskey Bards,angry
Some Enchanted Evening,Frank Sinatra,love
Survival Car,Fountains of Wayne,joy
Varied Air And Variations,Charles Ives,others
Far Side,Ünloco,angry
Fucking the dog,GG Allin,joy
Vermillion,石川智晶,sadness
I Get Along Without You Very W,Chet Baker,sadness
Burn for You,Fee,fear
Let Me Get Up On It,Tom Waits,fear
Grafton Street,Dido,love
2EM34_Nu02 Carnage,The London Studio Orchestra,joy
Werewolf,Fiona Apple,fear
The Kids Are Sick Again,Maxïmo Park,others
Gare du Nord,Bugge Wesseltoft,sadness
Lament (for Solo Viola),Chris Wind,angry
Road Trippin,Red Hot Chili Peppers,fear
Sand in Your Shoes,Al Stewart,others
Death with Dignity,Sufjan Stevens,fear
Beslani,Muhmood,angry
Seen It All Before,Bring Me the Horizon,joy
Shreds of Boa,The Presidents of the United States of America,others
Automatic,Yuck,love
Calling My Children Home,Emmylou Harris,sadness
Summerhead,Cocteau Twins,sadness
Eazy Control,Deep Inc,love
In Prelight Isolate,Set Fire to Flames,joy
Twisted,Three Mo Tenors,others
Etheriel,Lush,fear
Hes My Guy,marjorie barnes,love
Much Farther to Go,Rosie Thomas,love
No Remorse,Kryptic Minds & Leon Switch,joy
Cancer,Heard,joy
Pigeon Song,Patrick Wolf,fear
Pull the Pin,Caustic,joy
Its True,Lene Marlin,love
There Is,Box Car Racer,fear
The White Lady Loves You More,Elliott Smith,fear
Paparazzi,Greyson Chance,joy
To Whom It May Concern,Natalie Cole,love
Le sang des héros,Forteresse,joy
Vent,Tricky,fear
Come What May (Original Film Version),Nicole Kidman and Ewan McGregor,sadness
Once In Your Life,Betty Carter,love
Blues,Django Reinhardt,sadness
Maestus,Maeror Tri,joy
Christmas in Compton,BigBadBaz,joy
Bony Incus (Man With No Name remix),Eat Static,fear
Flood Victim,Pavement,angry
From the Morning,Nick Drake,love
Eien No Uta,中島美嘉,love
Mist Covered Mountains Of Home,Greg Joy,others
The Tempest,Pendulum,joy
Family Portrait,P!nk,fear
Momentum,The Hush Sound,others
Rise,Quickspace,angry
Melody,Sharleen Spiteri,fear
1000 Words,The Goo Goo Dolls,love
Blacklisted,No Hay Banda,joy
Ten Fingers,K.i.f.o.t.h.,angry
Halo,Depeche Mode,joy
Another Night,Mac Miller,angry
Soli-fuge,Zan-zan-zawa-veia,joy
Lissoms,Toro y Moi,others
Поплачь О Нём,Чайф,love
Dont See The Sorrow,Au Revoir Simone,love
Fires,Feeder,others
Spring Ding,Phorsicht,others
Leaving (Remixed By Iinsanity),Wynardtage,fear
Luna tras luna-wWw.ToDoTorrente.com,David Bustamante,others
Traveller,Pete Philly & Perquisite,joy
Prepare The Masses,A Change of Pace,others
Tibet,Nawang Khechog,sadness
Bringing It Raw (feat. Mr. Grey),The Jokerr,others
Teaser,Mötley Crüe,angry
Long Lost Brother,Over the Rhine,fear
Cobbling Optics,Skerror,angry
Where You Sleep,Karmacoda,joy
The Deal,The Field,joy
復闊の日 ～Prologo～,志方あきこ,angry
"Feel, Unfeel",Bvdub,sadness
Sattva,Manish Vyas,sadness
Therapy Car Noise,Department of Eagles,love
Hard To Explain,The Quiet Ones,sadness
Breakin on the Streets (False Prophet remix),Stir Fry,joy
Port Of Mystery,Yanni,love
Brutal Vasectomy,Banisher,joy
Drive,The Veils,fear
I Promise,Jeremy Warmsley,love
Wild Geese,Flowers From the Man Who Shot Your Cousin,fear
In Your Light,Gotye,others
Gone,M83,fear
Heroes,David Bowie,joy
Coming Back Home 2 (Tengri Rough Edit),Anastasia,love
Eastward,Silentaria,sadness
Weird Fishes Arpeggi (Scotch Mist Version),Radiohead,fear
Home Is Where It Hurts,Camille,love
Section 2: Aldebaran Of The Hyades,Lustmord,fear
You Set Me Free,Michelle Branch,others
Crazy Dog,Def Tex,angry
One Kiss Dont Make A Summer (Radio Edit),Lucky Soul,others
Mark Of The Usurper,Shadow Keep,joy
Fortune,Asva,sadness
EXEC_with.METHOD_METAFALICA/.,志方あきこ & 霜月はるか,fear
Life To Lose,And One,love
Flume,Olan Mill,sadness
Cant We Try (Duet with Collage),Rockell,others
Pandemonium,The Prodigy,joy
Beautiful Scars,Madonna,others
Gathka,Emray,sadness
Hot Springs In The Snow,The Creatures,angry
Alright Alright (Heres My Fist Wheres The Fight),Sahara Hotnights,angry
Girlfriend (Original Club Mix),Robbie Rivera,love
Tesla Girls,Macondo,fear
Way Down The Old Plank Road,Uncle Dave Macon,sadness
Full Sail,Ryan Farish,love
Silence,Juliana Down,joy
The Travelling Tragition,T. Rex,love
Saragossa,Amoeba,fear
Young Blood (LP Version),Rickie Lee Jones,sadness
The Last Mariachi,Akira Yamaoka,sadness
我活着,信乐团,others
I Would Love to Give Up,Halou,joy
Mouna,Azar Baksh,fear
On the Backs of Angels,Dream Theater,joy
Saigon Warrior,Saul Broudy,love
Hello,Courtney Love,angry
Make Good Choices,The Vernacular,angry
Dog,Sebastian,angry
I Have Confidence,SOUND OF MUSIC SOUNDTRACK,love
Countrier Than Thou,Robbie Fulks,sadness
No Woman No Cry Live,Bob Marley & The Wailers,fear
In The Afternoon,The Cardigans,love
Dog Days Are Over,Florence + the Machine,others
Taap Paap Te Raakhev Aap,Bhai Harbans Singh Ji,sadness
Stealin Time,Gerry Rafferty,love
Mahani-Zin,Emil Zrihan,others
Nine Brothers and The Wolf,jakob battick & friends,joy
Throw Your Arms Around Me,Crowded House,love
Stray,Unter Null,angry
Whoremaphrodite,Bloody Love Taco,sadness
Letters From The Sky,Civil Twilight,love
El Cumbanchero Guaracha,Don Swan,others
Crazy Man Michael,Natalie Merchant,fear
Strofa 4,Popol Vuh,joy
blues in dallas,The Mountain Goats,fear
Brickhouse 2000 (Feat Lionel R,Rob Zombie,others
It Had Better Be Tonight Meglio Stasera,Michael Bublé,joy
It Aint You,Tom McRae,sadness
I Was Born Without You,Tracy Bonham,love
Spartacus,Ino Hidefumi,others
Hold On,Angus & Julia Stone,fear
Rapture,Hurt,joy
Pariah,Steven Wilson,love
Sunshine Makes Me High,The Guggenheim Grotto,love
First Light,Converge,joy
"Добрый вечер, Москва",Браво,love
Wings,Kitaro,fear
Inner Peace,Steven Halpern,love
Alright Guy,Gary Allan,love
The Air That I Breathe,Simply Red,joy
City of the Dead,Mark Morgan,angry
Hjartað Hamast,Sigur Rós,fear
Dis,Hecq,fear
Carolina,Viking Moses,others
Gemini (Birthday Song),Why?,others
"Single (Live from the Apple Store, iTunes Exclusive)",Natasha Bedingfield,love
"Me, Myself, and I",De La Soul,joy
Oh Shucks,Adam Green,others
Lorchestre sous la pluie,Betray-Ed,love
Together,MF Grimm,fear
Ganymede,Matt Howden,joy
The Color Of The Night,Lauren Christy,joy
Lawyers Guns and Money,Warren Zevon,fear
They Punctured My Yolk,The Flaming Lips,fear
Knock em Out,Lily Allen,others
Lost Cause,Beck,fear
Fratres for String Quartet,Arvo Pärt,sadness
Caleb Winner,The Society of Invisibles,angry
Im Comin,Silkk The Shocker,sadness
Caught in the Middle,Charli XCX,fear
Bitter End,Dixie Chicks,fear
Into The Blue,The Mission,fear
Devotion,Stephen DeRuby,sadness
What is a Juggalo?,Insane Clown Posse,joy
The Fray,Joanna Newsom,love
Mir muß es nicht gutgehn,Rosenstolz,sadness
Firefly (Receiver Mix),Alpha,fear
The Factory,Warren Zevon,sadness
Blues for Rosann,Balthazar,fear
Enough Is Never Enough,Garbage,fear
Tenderness On The Block (2007 Remastered LP Version),Warren Zevon,fear
Mount Sharp,The Soundrops,sadness
Let the Sun Goes Down With Me,Be Noir,others
눈치채줄래요,로맨틱펀치,others
They Bring Me To You,Joshua Radin,love
Matta,Brian Eno,fear
What Road,Destroyer,love
Cry for Help in a World Gone Mad,Agent Orange,angry
Beyond Winter,Steve Howe,joy
El Mareo,Bajofondo,joy
A day of warm rain in heaven,Vittorio Vandelli,love
Bapa,Geoffrey Gurrumul Yunupingu,fear
High Hopes (summer wind edit),KSXi,others
The Escape,Scott Walker,angry
Do What You Wanna Do,Acid House Kings,others
Hell Alright,De-Phazz,others
This Is War,Ben Kweller,sadness
BIG BOY (T.O.P solo),Big Bang,angry
Waterfoam,Metricks,fear
Your Blood,Destroyer,others
The Moon Is a Hole in the Sky,Frank Bretschneider,fear
Universe,The Microphones,sadness
Circle Game (Live LP Version),Joni Mitchell,love
Rudy with the flashlight,The Lemonheads,fear
Im In Love With An Angel,Jerry Williams,others
Two to Tango,Vanessa Daou,love
When the Saints Go Marching In,Jerry Lee Lewis,joy
Lady,Obie Trice,fear
Pooch,:Wumpscut:,angry
Sometimes I Dont Mind,The Suicide Machines,joy
No More Looking Back,The Kinks,love
With No Shoes,The Charlatans,others
Life Lab,The Lab,angry
Do the Mussolini,Cabaret Voltaire,joy
Rammstein / Mutter,Rammstein,sadness
Funkin Around,OutKast,joy
Blood In The Cut,K.Flay,angry
Sandra Cretu Megamix 2003,Sandra  Cretu & DJ Caio,fear
Dream On (Far Away Mix),Deeparture,others
Sittin And Thinkin,Charlie Rich,fear
darlingdear,Cataldo,fear
Battle At Aslans How,Harry Gregson-Williams,joy
Your Spears,Crystal Antlers,angry
BUILD ME UP,I SWIM WITH SHARKS,fear
Eat Your Young,Hunab Ku,angry
Oceans Apart,Acoustic Alchemy,others
Secret Message,Rasputina,sadness
Vietnam Malaria Nostalgia,Spencer Kingman,love
Bless You,John Lennon,love
LA Calling,Crystal Fighters,joy
Stella Was a Diver and She Was Always Down,Interpol,fear
Amplify,Strike Anywhere,others
Dont Wanna Say Goodbye,Blu Cantrell,sadness
Ivory,Ray Lynch,fear
Annie And Martin,Don Ross,others
Too Much Reality,Hans Zimmer,love
Ask DNA (eco.size),The Seatbelts,love
Obligatory Tattoo,Beware Fashionable Women,joy
Morning Without Morning Mix,Mira Calix,love
Up,The Soundrops,sadness
埋火,志方あきこ,angry
Revelation Radio,Ed Struijlaart,angry
Deinaina,Donis,love
House on the Hill,Beach House,love
Follow Me,The Softies,fear
Seraphim,Digitonal,love
Tear It Up,Joe Stump,joy
Space Phase,Aperture Science Psychoacoustics Laboratory,sadness
Give It Time,Ryan Harvey,love
Matthew Ghost Story,John Carpenter,angry
Raining Men (feat. Nicki Minaj),Rihanna,others
All Aboard,Bootstrap,joy
Dance on Vaseline,David Byrne,sadness
Gaia,Belinda,others
...and I shall exist no more,Naeblis,joy
Hinein ins Tränenmeer,Eisregen,angry
This Perfect Day,Keshco,others
"Eternity,the Road To Mandalay",Robbie Williams,others
Entertaining Thoughts,Over the Rhine,love
False Flag,Nphonix,angry
Le scénario de Don Miguel,Sylvie Joly,love
peace love and understandig,Patrick Jumpen,angry
Linden Arden Stole the Highlights,Van Morrison,sadness
The Void,Papercuts,fear
01 - I will talk and hollywood,Robbie Williams,joy
The age of pamparius (live),Turbonegro,others
Lose Yourself - Soundtrack Version,Eminem,fear
Witchs Reel,Green Crown,joy
Kudu,Eddie Henderson,joy
Ruin My Life,Those Poor Bastards,angry
Fahne im Wind,MURKS,love
Love Now Till Eternity,Asia,joy
Люби меня таким какой я есть,=Враги мух=,fear
To Walk the Night,Mad Sin,sadness
Het Voordeel Van Video,Spinvis,love
Accidents Dont Happen,El-P,sadness
Flying,The Beatles,love
Come Back Margaret,Camera Obscura,love
Starting Now,Ingrid Michaelson,fear
Bob George,Prince,joy
Shoulda Been Lovin You,Mondo Grosso,joy
Crazy for You,Madonna,others
Unlucky,Caustic Resin,fear
Засияли,ДЖАзовый,fear
Vowels = Space and Time,Grimes,fear
Jenny and the Ess Dog,Stephen Malkmus,sadness
Ana,Liz Story,love
Missing Photos,Last Days,joy
Ladidi Ladida,S.O.A.P.,sadness
Turn to Real Life,Shiny Toy Guns,others
Adiós,Gustavo Cerati,fear
Kobwebz,Gonjasufi,angry
Beneath the Ashes,Fractured,sadness
The Benefit,Alana Davis,love
Hungry (Falling On My Knees),Kathryn Scott,fear
Magical Romantic Freestyle,Worlds End Girlfriend,joy
Sugar Mama,Bitter:Sweet,joy
Flying Low,Mazzy Star,fear
Olmali Mi Olmamali Mi,Bülent Ortaçgil,love
Nun will die Sonn so hell aufgehn,Mahler - Kindertotenlieder,angry
Creep (album version),Radiohead,angry
Amour Amant,Sofia Essaïdi,others
Deka Rva,Nicko Straniero,fear
2,PsyOpus,joy
"Like the Howling Glory of the Darkest Winds, This Voice Was Thunderous and the Words Holy, Tangling Their Way Around Our Hearts and Clutching Our Innocent Awe.",Red Sparowes,joy
Milking,Deerhoof,sadness
Paradise,Ana Laan,fear
Do You Wanna Get Me? (낭만적 편집증),Biuret,others
Man of a Thousand Faces,Regina Spektor,sadness
Pile Moje,Emina Jahović,others
Living And Breathing,Cranes,fear
James and the Super-Girl,PT Loren,fear
Don´t Bring Me Down,Electric Light Orchestra,fear
"Far Away, By My Side",Peter Bjorn and John,love
Travel End,ZAILM Atoyanh,joy
Bless You,The Ink Spots,others
Hat Tricks,The Red Clay Ramblers,others
The Red Queen Theme (Take One),Pink Floyd,love
Scotty Doesnt Know,Lustra,others
Thats The Way Love Is,The Temptations,others
Spirit,"Earth, Wind & Fire",others
Butterscotch,CocoRosie,love
Ribbon Bow,Karen Dalton,fear
Beijo Distraído (Com Nina Becker),Bebeto Castilho,others
Deentoo (Sun),Ash Dargan,sadness
03 - Demons Eye,Deep Purple,angry
the Intellectual Store,the MISHAP CREW!!,sadness
They Were,Carl Craig,fear
The Big Ship (2004 Digital Remaster),Brian Eno,joy
Q 11,Spacetime Continuum,sadness
Climb,Mos Def,fear
Ostia,Coil,sadness
Shouldnt Have Done That,The Yarns,joy
The Prophets Spoke Tonight,tAaOS,love
Backyard,Travi$ Scott,love
Night Swimming,Sounds That Soothe,love
The Shinein,Skream,angry
Read Your Mind,Avant,others
Gumby hat,T.H.N.,angry
That Persons Hearsy Protects My Free Spirit,Susumu Yokota,fear
The Mob,Resonant Evil,angry
Closing Credits: Bolero Original Film Version,Craig Armstrong,fear
