title,label
The Four Horsemen of the Apocalypse,joy
Sabah,anger
The Call of Cthulhu,joy
The Pink Panther,anger
Troll,joy
The Business,anger
Curious George,joy
Firewall,joy
The Great McGinty,anger
Le créateur,joy
The White Diamond,joy
Tony Takitani,sadness
When a Stranger Calls,fear
Tamara,joy
London,anger
Neil Young: Heart of Gold,joy
Freedomland,fear
Winter Passing,sadness
Eight Below,sadness
Date Movie,love
Running Scared,anger
Madeas Family Reunion,anger
Doogal,joy
Ultraviolet,joy
Just My Luck,joy
Pulse,fear
Deep Sea 3D,joy
16 Blocks,joy
Agatha and the Storm,fear
Bongwater,joy
Trauma,fear
Election,anger
Half Light,sadness
Twist of Faith,sadness
Failure to Launch,joy
Ultimate Avengers,sadness
Ice Age: The Meltdown,fear
All Quiet on the Western Front,joy
The Big White,fear
Stromboli,fear
Cyrano de Bergerac,anger
Shinobi: Heart Under Blade,joy
Every Man for Himself,anger
Chronos,joy
Five Children and It,anger
Free Zone,fear
The Naked Spur,love
The Prince & Me 2: The Royal Wedding,fear
Ask the Dust,joy
V for Vendetta,anger
Shes the Man,joy
Thank You for Smoking,joy
Find Me Guilty,joy
Inside Man,anger
Tsotsi,fear
Aquamarine,joy
The Illustrated Man,fear
Leprechaun 2,anger
Leprechaun 3,anger
Leprechaun 4: In Space,joy
Leprechaun in the Hood,joy
The Dark at the Top of the Stairs,sadness
Story of a Love Affair,love
The Man Who Sued God,anger
Lights in the Dusk,sadness
Kummeli Stories,anger
Stranger on the Third Floor,joy
The Hills Have Eyes,fear
The Shaggy Dog,joy
A Personal Journey with Martin Scorsese Through American Movies,joy
Inspector Clouseau,joy
Son of the Pink Panther,fear
Unknown White Male,fear
The Lives of Others,sadness
The Red and the White,anger
Fatty Drives the Bus,anger
City on Fire,sadness
"Goodbye South, Goodbye",joy
Nanook of the North,joy
Dont Torture a Duckling,fear
Resurrection,fear
Youth of the Beast,anger
Go Tell the Spartans,joy
They Call Me Mister Tibbs!,anger
Take the Lead,joy
The Lacemaker,anger
The Devil and Daniel Johnston,sadness
L’argent,joy
The Trial of Joan of Arc,joy
Mouchette,love
The Caiman,anger
Lucky Number Slevin,joy
The Wild Blue Yonder,sadness
Wheel of Time,joy
Riot On!,fear
Volver,sadness
The N Word,joy
Akeelah and the Bee,joy
Lisbela and the Prisoner,fear
Brainstorm,anger
Urban Legends: Bloody Mary,anger
Larry the Cable Guy: Health Inspector,anger
Stay Alive,fear
Annie Oakley,sadness
Basic Instinct 2,joy
Brick,fear
The Brothers Lionheart,anger
The Dead Hate the Living!,fear
Evil Aliens,fear
Santas Slay,sadness
The Dark Hours,joy
This Film Is Not Yet Rated,anger
Fragile,fear
ATL,joy
The Brotherhood of Justice,anger
Slither,anger
The Benchwarmers,sadness
Phat Girlz,joy
Renaissance,joy
Go for Zucker,joy
The Curse of the Werewolf,sadness
Dead Fish,joy
Friends with Money,fear
The King Is Dancing,joy
Keane,fear
Reefer Madness: The Movie Musical,anger
I Love Your Work,fear
Beauty and the Bastard,joy
Dementia,fear
Magic,anger
Candy,love
Secrets of a Soul,fear
The Child,joy
11-Sep,sadness
"Lacombe, Lucien",anger
Hoot,fear
Where the Red Fern Grows,joy
Scary Movie 4,fear
Hard Candy,joy
Dead Birds,fear
La Chinoise,anger
Shutter,fear
A Prairie Home Companion,joy
Even Money,sadness
The Chess Players,joy
Pinocchio and the Emperor of the Night,anger
Corvette Summer,fear
The Sentinel,anger
Mirage,fear
The Presidents Last Bang,anger
The Wild,fear
My Brothers Wife,anger
Silent Hill,fear
Battle in Heaven,fear
American Dreamz,joy
Hôtel du Nord,joy
Irresistible,joy
Mata Hari,fear
23,sadness
Kinky Boots,sadness
The Glass Key,sadness
The Protector,anger
Mission: Impossible III,sadness
The Wayward Cloud,sadness
Die Nibelungen: Siegfried,anger
Die Nibelungen: Kriemhilds Revenge,anger
The Coast Guard,anger
RV,sadness
United 93,fear
Stick It,anger
Secret Beyond the Door,anger
Man Push Cart,anger
The World,sadness
Soldier Blue,sadness
Footlight Parade,anger
LolliLove,sadness
An American Haunting,fear
Down in the Valley,joy
The Hidden Blade,anger
Over the Hedge,anger
Art School Confidential,joy
Poseidon,fear
The Da Vinci Code,anger
X-Men: The Last Stand,joy
The Break-Up,anger
Peaceful Warrior,joy
Twelve and Holding,joy
Wah-Wah,sadness
Keeping Up with the Steins,joy
Cars,sadness
Wassup Rockers,anger
The Lost City,anger
Standing Still,love
Carlitos Way: Rise to Power,anger
Conspirators of Pleasure,joy
Tall in the Saddle,sadness
Beyond a Reasonable Doubt,fear
Sinbad of the Seven Seas,anger
The Earth Is a Sinful Song,anger
Shanghai Dreams,joy
Vera Cruz,anger
The Notorious Bettie Page,anger
The Mechanik,anger
Parting Glances,love
Game 6,joy
American Gun,anger
Marilyn Hotchkiss Ballroom Dancing & Charm School,sadness
On a Clear Day,sadness
The Omen,anger
The King,anger
Nacho Libre,joy
The Lake House,anger
Click,joy
The Seventh Victim,fear
Bleak Moments,sadness
Edvard Munch,joy
The Ace of Hearts,anger
The Devil Wears Prada,anger
Pirates of the Caribbean: Dead Mans Chest,fear
"You, Me and Dupree",anger
Clerks II,sadness
Lady in the Water,joy
My Super Ex-Girlfriend,joy
Tammy and the Bachelor,fear
Lady on a Train,fear
Nightmare Castle,anger
Let It Be,sadness
"Farewell, Home Sweet Home",joy
See No Evil,fear
Marie Antoinette,sadness
Lady in the Lake,fear
Trial on the Road,joy
Who Killed the Electric Car?,sadness
The Miracle of Bern,sadness
The Mother and the Whore,anger
An Inconvenient Truth,joy
Test Pilot,joy
Career Opportunities,fear
Hollow Man II,fear
Chuck Berry: Hail! Hail! Rock n Roll,joy
Psych-Out,fear
National Lampoons Cattle Call,sadness
Sister Kenny,joy
Mountain Patrol,joy
High School Musical,joy
Ice Bound - A Womans Survival at the South Pole,anger
Drawing Restraint 9,joy
Crossing the Bridge: The Sound of Istanbul,joy
I Am a Sex Addict,anger
Lower City,love
Forever Mine,joy
The War Within,fear
The Ax,sadness
Adam & Steve,joy
Beyond the Rocks,joy
Bob the Butler,sadness
Jack Frost 2: Revenge of the Mutant Killer Snowman,sadness
Stoned,fear
Marked Woman,joy
Running,joy
Blessed Event,joy
Fearless,joy
Susan Lenox (Her Fall and Rise),anger
The Adjuster,anger
The Fast and the Furious: Tokyo Drift,sadness
Garfield: A Tail of Two Kitties,joy
Metal: A Headbangers Journey,joy
Summer in Berlin,love
The Public Eye,anger
The Bribe,fear
Without Love,love
Waist Deep,fear
The Sheriff and the Satellite Kid,fear
Triple Cross,anger
Mouth to Mouth,sadness
Mad Dog Morgan,fear
Spite Marriage,love
Superman Returns,sadness
Edward II,joy
The Road to Guantanamo,joy
Leonard Cohen: Im Your Man,joy
Edmond,anger
The Oh in Ohio,anger
Little Miss Sunshine,joy
Brothers of the Head,fear
Forgiving Dr. Mengele,joy
Fuse,joy
Curse of the Pink Panther,anger
Mimic: Sentinel,fear
Rock n Roll Nightmare,fear
These Girls,love
Why Does Herr R. Run Amok?,sadness
Instrument: Ten Years with the Band Fugazi,joy
The 300 Spartans,joy
The Fallen Idol,joy
Desperate,fear
Knock on Any Door,anger
Babel,anger
China Seas,anger
I Walk the Line,joy
The Thief Lord,fear
The Girl Cant Help It,anger
Krrish,anger
Strangers with Candy,joy
Prophecy,anger
The Kremlin Letter,joy
Young Mr. Lincoln,joy
Subject Two,anger
Blackjack,fear
Three Times,sadness
The Gumball Rally,joy
Wordplay,joy
Army of Shadows,fear
Orchestra Rehearsal,anger
Little Man,fear
Dames,anger
Dancing Lady,joy
The Purple Plain,joy
Coonskin,anger
Whispering Corridors 2: Memento Mori,sadness
End Game,fear
End of the Spear,sadness
Two for the Seesaw,sadness
The Detective,anger
Monster House,fear
Wrong Side Up,anger
Just Love Me,love
How Much Do You Love Me?,joy
Colour Me Kubrick,fear
Death of a Bureaucrat,joy
Snakes on a Plane,fear
Scoop,anger
Talladega Nights: The Ballad of Ricky Bobby,joy
Night at the Museum,fear
World Trade Center,fear
Stranger Than Fiction,sadness
The Valley of Decision,sadness
The Last Angry Man,anger
The Good Fairy,fear
Siones Wedding,joy
Miami Vice,joy
The Groomsmen,anger
Shadowboxer,anger
Each Dawn I Die,anger
Loch Ness,anger
"Good Morning, Night",anger
Live and Become,joy
On Dangerous Ground,anger
The Pursuit of Happyness,fear
Tears of the Black Tiger,anger
John Tucker Must Die,joy
The Ant Bully,anger
Warning Shadows,anger
Leaves from Satans Book,joy
Michael,joy
Lady Killer,fear
Mrs Palfrey at The Claremont,joy
The Death of Mr. Lazarescu,sadness
Cría Cuervos,joy
Ciao! Manhattan,sadness
"Gas, Inspector Palmu!",joy
The Rainmaker,sadness
Crank,anger
The Secret Life of Words,love
The Dudesons Movie,joy
Black Gold,joy
The Hurricane,sadness
Johnny Was,anger
Played,anger
Chaos,joy
The Night Listener,sadness
Barnyard,anger
Murmur of the Heart,joy
They Wont Believe Me,sadness
The Left Hand of God,joy
Compulsion,anger
A Canterbury Tale,fear
Dirty Mary Crazy Larry,fear
Angels Over Broadway,anger
Fortress,fear
Step Up,joy
Zoom,joy
Bon Cop Bad Cop,joy
Tom Dick and Harry,anger
Mind Game,fear
Land of the Blind,anger
Half Nelson,sadness
The Moustache,anger
Wing Chun,joy
Executioners,sadness
The Legend of the Swordsman,anger
Peking Opera Blues,fear
Tideland,sadness
Good News,joy
Thunderbolt,fear
G-Men,sadness
Adams Apples,anger
Cabin in the Sky,fear
Tolable David,anger
2:37,sadness
Material Girls,joy
Accepted,sadness
Lie with Me,joy
Crime Busters,sadness
Att stjäla en tjuv,anger
Drömkåken,anger
Shake It,joy
Born to Kill,anger
Heading South,love
Seven Men from Now,anger
Captain January,fear
The Illusionist,joy
Adventures of Don Juan,love
State of the Union,fear
San Quentin,anger
The Queen,love
36th Precinct,anger
Beerfest,anger
How to Eat Fried Worms,anger
Invincible,joy
Idlewild,anger
A Slight Case of Murder,sadness
The Syrian Bride,anger
"Sorry, Haters",sadness
The Ritz,love
My Geisha,anger
Blithe Spirit,fear
The Music Box,anger
The Red Balloon,joy
Way Out West,anger
Angel-A,fear
Green for Danger,sadness
A Chump at Oxford,joy
Block-Heads,joy
The Icicle Thief,anger
Quinceañera,joy
The Puffy Chair,sadness
Lassie,joy
Mutual Appreciation,joy
The Wicker Man,fear
Crossover,joy
The Quiet,anger
Sketches of Frank Gehry,joy
Ivanhoe,joy
Ronja Robbersdaughter,anger
Framed,anger
Breaking Out,joy
Yrrol,joy
The Wind That Shakes the Barley,sadness
Blood on the Moon,fear
Le Notti Bianche,sadness
Fateless,sadness
The Bravados,fear
The Sign of the Cross,anger
The Criminal Life of Archibaldo de la Cruz,fear
Overlord,joy
Severance,sadness
Time to Leave,anger
Hollywoodland,fear
The Covenant,sadness
Jesse James,anger
The Scar,anger
The Last Kiss,sadness
Gabrielle,sadness
Trust the Man,sadness
Sherrybaby,sadness
Bio Zombie,sadness
Idiocracy,joy
Jesus Camp,joy
The Bow,fear
The Crusades,anger
The Tiger and the Snow,love
Pretty Poison,joy
The Fountain,joy
Fear City: A Family-Style Comedy,fear
Assassin(s),joy
Union Pacific,anger
A Boy Named Charlie Brown,anger
"Snoopy, Come Home",anger
A Soldiers Sweetheart,fear
The Science of Sleep,joy
City for Conquest,sadness
Initial D,joy
Wicked,fear
The Long Voyage Home,joy
Not as a Stranger,love
The Black Dahlia,sadness
The Woods,fear
Everyones Hero,joy
Gridiron Gang,joy
The Seventh Continent,sadness
Aaltra,joy
Wonder Man,anger
Lisbon Story,anger
Streamers,love
Land of Plenty,fear
Lemming,fear
Taxidermia,love
Flight from Death: The Quest for Immortality,joy
Yuva,joy
Mondo Topless,joy
The Bridge,anger
Vixen!,anger
Empire Falls,joy
Piccadilly,sadness
The Private Life of Henry VIII,joy
Apocalypto,fear
Household Saints,fear
Raintree County,sadness
Flyboys,joy
Jackass Number Two,joy
All the Kings Men,joy
Conversations with Other Women,joy
The Land Before Time II: The Great Valley Adventure,joy
Father Sergius,fear
The Assault,anger
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,joy
Iraq for Sale: The War Profiteers,sadness
Pans Labyrinth,sadness
The Conqueror,anger
The Guardian,sadness
Open Season,fear
School for Scoundrels,anger
Romy and Michele: In the Beginning,fear
St. Martins Lane,joy
G.O.R.A.,joy
The Departed,anger
The Texas Chainsaw Massacre: The Beginning,anger
Employee of the Month,joy
Stormbreaker,joy
Sirocco,fear
"Hawaii, Oslo",sadness
Dantes Inferno,anger
Antibodies,fear
Dr. Cyclops,joy
Running with Scissors,fear
Dillinger,fear
Brute Force,anger
Ellie Parker,joy
The Grudge 2,fear
Man of the Year,joy
The Marine,fear
Infamous,anger
One Night with the King,joy
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,joy
Fellinis Casanova,joy
The Howards of Virginia,joy
The Last Bolshevik,joy
Chapayev,joy
The Elementary Particles,sadness
Jackpot,sadness
Feast,fear
Offside,anger
Little Children,sadness
Deliver Us from Evil,sadness
Marie Antoinette,anger
F.I.S.T.,anger
Facing the Giants,fear
Broadway Bill,anger
The Last King of Scotland,joy
The U.S. vs. John Lennon,joy
Shortbus,anger
3 Blind Mice,joy
Children of Men,fear
The Prestige,fear
Flags of Our Fathers,joy
Flicka,joy
Sleeping Dogs Lie,fear
After Five In The Forest Primeval,joy
9th Company,anger
Jade Warrior,anger
Spies,anger
A Guide To Recognizing Your Saints,sadness
Azumi 2: Death or Love,anger
13 Tzameti,fear
Saw III,anger
Catch a Fire,fear
Death of a President,anger
Little Secrets,joy
The Kaisers Lackey,fear
Corto Maltese in Siberia,anger
5 Fingers,anger
The Butterfly Effect 2,sadness
The Charge of the Light Brigade,anger
Platform,anger
Lunacy,fear
Flushed Away,anger
Perfume: The Story of a Murderer,joy
Arabesque,anger
The Santa Clause 3: The Escape Clause,joy
The Long Weekend,anger
Daddy Long Legs,joy
"Cześć, Tereska",anger
All the Invisible Children,sadness
Ocean Waves,joy
Joe Cocker - Mad Dogs & Englishmen,anger
Four Daughters,love
Arizona,anger
The Big City,anger
"The World, the Flesh and the Devil",sadness
Mom and Dad Save the World,joy
Boynton Beach Club,sadness
Farce of the Penguins,anger
Emmet Otters Jug-Band Christmas,sadness
A Good Year,sadness
Dixie Chicks: Shut Up and Sing,anger
Vital,joy
A Foreign Affair,anger
The Return,joy
For Your Consideration,joy
Street Fight,anger
Red Dust,fear
Fuck,anger
Shooting Dogs,joy
Casino Royale,anger
Happy Feet,anger
Lets Go to Prison,anger
Déjà Vu,fear
Bobby,sadness
Deck the Halls,joy
10 Items or Less,fear
The Holiday,sadness
I Wake Up Screaming,fear
Luna de Avellaneda,anger
Snow Cake,sadness
Harsh Times,anger
London to Brighton,sadness
Gacy,love
Fast Food Nation,joy
La Bête Humaine,fear
Celine and Julie Go Boating,fear
Min and Bill,sadness
"20,000 Years in Sing Sing",anger
The Great Train Robbery,fear
Simon of the Desert,joy
Tenacious D in The Pick of Destiny,joy
The Facts of Life,love
Its a Wonderful World,fear
"OSS 117: Cairo, Nest of Spies",joy
Reeker,sadness
Sitting Pretty,joy
The Last Hard Men,anger
A Brighter Summer Day,joy
Moog,joy
The Nativity Story,joy
Van Wilder 2: The Rise of Taj,fear
Turistas,sadness
Blood Diamond,fear
Draculas Daughter,fear
Doc Savage: The Man of Bronze,joy
She,anger
Election 2,joy
Unaccompanied Minors,anger
Off the Black,sadness
Charlottes Web,fear
Eragon,joy
Rocky Balboa,joy
Iron Island,joy
Fur: An Imaginary Portrait of Diane Arbus,fear
Girl Shy,fear
The Dam Busters,anger
Zombie Honeymoon,anger
Another Gay Movie,anger
The Myth,joy
Oyster Farmer,sadness
Waterloo Bridge,fear
Red-Headed Woman,anger
Daniel,anger
Power,joy
Lost Horizon,fear
The Man Who Never Was,sadness
Something Wild,fear
The Painted Veil,anger
We Are Marshall,joy
The Place Promised in Our Early Days,sadness
The Plague Dogs,anger
The Good Shepherd,joy
Dreamgirls,joy
The Page Turner,anger
Loose Change: 2nd Edition,anger
We Feed the World,anger
The Decameron,fear
Freedom Writers,joy
When the Levees Broke: A Requiem in Four Acts,sadness
The Intruder,anger
Katzelmacher,fear
INLAND EMPIRE,sadness
Sebastiane,sadness
Caravaggio,love
Wild Side,sadness
The History Boys,anger
Notes on a Scandal,love
Children Shouldnt Play with Dead Things,joy
Inferno,anger
The Face Behind the Mask,fear
The Life of Jesus,joy
DOA: Dead or Alive,sadness
Curse of the Golden Flower,joy
The Bothersome Man,fear
Dont Drink the Water,anger
The Good German,fear
Sweet Land,love
Letters from Iwo Jima,anger
Presenting Lily Mars,fear
Black Christmas,fear
Happily NEver After,anger
Home of the Brave,fear
Code Name: The Cleaner,fear
Stomp the Yard,sadness
Miss Potter,joy
Arthur and the Invisibles,joy
Tell Me Something,sadness
Loving Annabelle,love
American Pie Presents: The Naked Mile,fear
Rolling Family,sadness
The Young Girls of Rochefort,joy
Alice in the Cities,fear
David and Bathsheba,joy
Old Joy,joy
The Banquet,sadness
Venus,anger
My Bollywood Bride,fear
Rosario Tijeras,sadness
American Madness,anger
The Return of Don Camillo,anger
Don Camillo,love
Invisible Waves,fear
Cold Showers,sadness
The Singer,sadness
Primeval,anger
Alpha Dog,anger
The Hitcher,fear
The Dead Girl,sadness
Testament of Orpheus,joy
House Of 9,anger
A Stolen Life,sadness
After the Wedding,fear
Time,joy
Into Great Silence,joy
Dinner for One,sadness
Red Doors,sadness
The Wendell Baker Story,joy
Crawlspace,anger
Linda Linda Linda,sadness
Juarez,joy
The Weeping Meadow,sadness
Daisies,anger
Bridge to Terabithia,anger
Beer League,sadness
Dead Meat,fear
Killer of Sheep,sadness
The Blood of a Poet,joy
